arxiv_id,published,theme,axis_score,fit_score,classified,title,url
2604.26067,2026-04-28,furniture-woodworking,6,13,no,RADIO-ViPE: Online Tightly Coupled Multi-Modal Fusion for Open-Vocabulary Semantic SLAM in Dynamic Environments,https://arxiv.org/abs/2604.26067
2607.01088,2026-07-01,manufacturing-robotics,6,13,no,ROSA: A Robotics Foundation Model Serving System for Robot Factories,https://arxiv.org/abs/2607.01088
2608.27371,2026-08-27,furniture-woodworking,5,13,no,Embodied Scene Rearrangement Planning,https://arxiv.org/abs/2608.27371
2603.26660,2026-03-27,furniture-woodworking,3,13,no,Ruka-v2: Tendon Driven Open-Source Dexterous Hand with Wrist and Abduction for Robot Learning,https://arxiv.org/abs/2603.26660
2606.14862,2026-06-12,furniture-woodworking,3,13,no,TacStyle: Personalizing Tactile Robot Policies using Structured Behavior Representations,https://arxiv.org/abs/2606.14862
2608.06836,2026-08-07,furniture-woodworking,3,13,no,GOPI: Generation-Oriented 3D Pose Inference for Furniture Insertion from Single-View RGB-D Indoor Scenes,https://arxiv.org/abs/2608.06836
2603.02688,2026-03-03,furniture-woodworking,2,13,no,Retrieval-Augmented Robots via Retrieve-Reason-Act,https://arxiv.org/abs/2603.02688
2603.09961,2026-03-10,furniture-woodworking,2,13,no,BEACON: Language-Conditioned Navigation Affordance Prediction under Occlusion,https://arxiv.org/abs/2603.09961
2605.18010,2026-05-18,furniture-woodworking,2,13,no,Functionalization via Structure Completion and Motion Rectification,https://arxiv.org/abs/2605.18010
2606.10953,2026-06-09,furniture-woodworking,2,13,no,Architect-Ant: Editable Automatic Furnishing of Architectural Floor Plans,https://arxiv.org/abs/2606.10953
2607.06186,2026-07-07,furniture-woodworking,2,13,no,Calf-Integrated Arms for Bimanual Quadruped Loco-Manipulation,https://arxiv.org/abs/2607.06186
2608.01427,2026-08-02,furniture-woodworking,2,13,no,PackingGPT: 3D Packing Agent for Real Furniture in Last-Mile Delivery,https://arxiv.org/abs/2608.01427
2602.15707,2026-02-17,furniture-woodworking,0,13,no,Proactive Conversational Assistant for a Procedural Manual Task based on Audio and IMU,https://arxiv.org/abs/2602.15707
2605.04525,2026-05-06,furniture-woodworking,0,13,no,HDFlow: Hierarchical Diffusion-Flow Planning for Long-horizon Tasks,https://arxiv.org/abs/2605.04525
2605.30506,2026-05-28,furniture-woodworking,0,13,no,VLM-GLoc: Vision-Language Model Enhanced Monte Carlo Localization for Robust Semantic Global Localization in Cluttered Quasi-Static Environments,https://arxiv.org/abs/2605.30506
2607.23702,2026-07-26,furniture-woodworking,0,13,no,"Try Once, Then Optimal: De-Redundified Procedure Memory for Cross-Episode Exploration Amortization",https://arxiv.org/abs/2607.23702
2608.07576,2026-08-04,furniture-woodworking,0,13,no,Reconfigurable Structural Robotic Assembly: Interlocking 3D Aggregations with Self-Aligning Compound Nested Lattice Modules,https://arxiv.org/abs/2608.07576
2608.10838,2026-08-11,furniture-woodworking,0,13,no,PolyLayout: Hierarchical VLM-Guided Layout Generation Beyond Rectangular Rooms,https://arxiv.org/abs/2608.10838
2608.23930,2026-08-25,furniture-woodworking,0,13,no,SceneReGen: Generative Reconstruction of 3D Scenes from a Single Image,https://arxiv.org/abs/2608.23930
2606.29766,2026-06-29,manufacturing-robotics,4,12,no,Trajectory Optimization for Collision-Aware Redundant Robotic Multi-Axis Additive Manufacturing by Constrained Gradient Projection,https://arxiv.org/abs/2606.29766
2605.27643,2026-05-26,manufacturing-robotics,7,11,no,Agentic Language-to-Objective Synthesis for Optofluidic Assembly,https://arxiv.org/abs/2605.27643
2606.00097,2026-05-25,manufacturing-robotics,4,11,no,RocketSmith: Agentic Additive Manufacturing of High-Powered Rockets,https://arxiv.org/abs/2606.00097
2604.20246,2026-04-22,manufacturing-robotics,15,10,no,Cortex 2.0: Grounding World Models in Real-World Industrial Deployment,https://arxiv.org/abs/2604.20246
2607.18641,2026-07-21,manufacturing-robotics,8,10,no,Fabric Pneumatic Artificial Muscles Based on the Drawstring Principle,https://arxiv.org/abs/2607.18641
2604.16886,2026-04-18,furniture-woodworking,9,9,no,Chain Of Interaction Benchmark (COIN): When Reasoning meets Embodied Interaction,https://arxiv.org/abs/2604.16886
2604.06150,2026-04-07,furniture-woodworking,7,9,no,"Delta6: A Low-Cost, 6-DOF Force-Sensing Flexible End-Effector",https://arxiv.org/abs/2604.06150
2604.06949,2026-04-08,manufacturing-robotics,7,9,yes,Learning-Based Strategy for Composite Robot Assembly Skill Adaptation,https://arxiv.org/abs/2604.06949
2603.05830,2026-03-06,furniture-woodworking,6,9,no,OpenHEART: Opening Heterogeneous Articulated Objects with a Legged Manipulator,https://arxiv.org/abs/2603.05830
2603.05993,2026-03-06,furniture-woodworking,6,9,no,Moving Through Clutter: Scaling Data Collection and Benchmarking for 3D Scene-Aware Humanoid Locomotion via Virtual Reality,https://arxiv.org/abs/2603.05993
2604.19670,2026-04-21,manufacturing-robotics,6,9,no,Multi-Cycle Spatio-Temporal Adaptation in Human-Robot Teaming,https://arxiv.org/abs/2604.19670
2604.21331,2026-04-23,furniture-woodworking,6,9,no,FingerViP: Learning Real-World Dexterous Manipulation with Fingertip Visual Perception,https://arxiv.org/abs/2604.21331
2607.08742,2026-07-09,furniture-woodworking,6,9,no,ContactMimic: Humanoid Object Interaction via Contact Control,https://arxiv.org/abs/2607.08742
2603.28732,2026-03-30,furniture-woodworking,5,9,no,Pandora: Articulated 3D Scene Graphs from Egocentric Vision,https://arxiv.org/abs/2603.28732
2604.07010,2026-04-08,furniture-woodworking,5,9,no,Synthetic Dataset Generation for Partially Observed Indoor Objects,https://arxiv.org/abs/2604.07010
2605.17316,2026-05-17,furniture-woodworking,5,9,no,Learning Higher-Order Structure from Incomplete Spatiotemporal Data: Multi-Scale Hypergraph Laplacians with Neural Refinement,https://arxiv.org/abs/2605.17316
2607.24207,2026-07-27,furniture-woodworking,5,9,no,FloAff-Kitchen: Bridging Navigation and Manipulation via Canonical and Progressive Floor Affordance Learning,https://arxiv.org/abs/2607.24207
2602.13640,2026-02-14,furniture-woodworking,4,9,no,Hierarchical Audio-Visual-Proprioceptive Fusion for Precise Robotic Manipulation,https://arxiv.org/abs/2602.13640
2606.07016,2026-06-05,furniture-woodworking,4,9,no,An Integrated Roadside Sensing and Communication Framework for Vulnerable Road User Safety at Signalized Intersections,https://arxiv.org/abs/2606.07016
2606.08542,2026-06-07,furniture-woodworking,4,9,no,When Video Misreads: Closed-Loop Distillation of Reading Heuristics for Exploratory Manipulation Trace QA,https://arxiv.org/abs/2606.08542
2606.22129,2026-06-20,manufacturing-robotics,4,9,no,Durability-Aware Multi-Objective Optimization of the Jansen Linkage: Trading Gait Quality Against Joint Wear,https://arxiv.org/abs/2606.22129
2606.25119,2026-06-23,manufacturing-robotics,4,9,no,SurveilNav: Collaborative Object Goal Navigation with Robot and Surveillance System,https://arxiv.org/abs/2606.25119
2607.10461,2026-07-11,furniture-woodworking,4,9,no,"Annotation-Free Furniture Codes: What They Encode, and How Far They Transfer",https://arxiv.org/abs/2607.10461
2608.22364,2026-08-23,furniture-woodworking,4,9,no,WAM-OPD: On-Policy Distillation for World Action Models,https://arxiv.org/abs/2608.22364
2606.20364,2026-06-18,furniture-woodworking,3,9,no,Judging to Improve: A De-biased VLM-as-3D-Judge Protocol for Single-Image 3D Generation,https://arxiv.org/abs/2606.20364
2602.04214,2026-02-04,furniture-woodworking,2,9,no,ALORE: Autonomous Large-Object Rearrangement with a Legged Manipulator,https://arxiv.org/abs/2602.04214
2604.03241,2026-02-04,furniture-woodworking,2,9,no,Incidental Interaction: Technology to Support Elder Strength Training through Everyday Movements,https://arxiv.org/abs/2604.03241
2603.03052,2026-03-03,furniture-woodworking,2,9,no,Architectural HRI: Towards a Robotic Paradigm Shift in Human-Building Interaction,https://arxiv.org/abs/2603.03052
2603.27305,2026-03-28,furniture-woodworking,2,9,no,Hierarchical resonators for localized charging in room-scale magnetoquasistatic wireless power systems,https://arxiv.org/abs/2603.27305
2606.27923,2026-06-26,furniture-woodworking,2,9,no,Home3D 1.0: A High-Fidelity Image-to-3D Asset Generation System for Interior Design,https://arxiv.org/abs/2606.27923
2606.29828,2026-06-29,furniture-woodworking,2,9,no,HomeDiffusion: Zero-Shot Object Customization with Multi-View Representation Learning for Indoor Scenes,https://arxiv.org/abs/2606.29828
2608.11793,2026-08-12,furniture-woodworking,2,9,no,PolarSym: Polar Geometry-aware Attention for CAD Floorplan Parsing,https://arxiv.org/abs/2608.11793
2602.04393,2026-02-04,furniture-woodworking,0,9,no,Convivial Fabrication: Towards Relational Computational Tools For and From Craft Practices,https://arxiv.org/abs/2602.04393
2603.04338,2026-03-04,furniture-woodworking,0,9,no,ArtHOI: Articulated Human-Object Interaction Synthesis by 4D Reconstruction from Video Priors,https://arxiv.org/abs/2603.04338
2603.04917,2026-03-05,furniture-woodworking,0,9,no,Roomify: Spatially-Grounded Style Transformation for Immersive Virtual Environments,https://arxiv.org/abs/2603.04917
2604.03255,2026-03-11,furniture-woodworking,0,9,no,State of the Art Report for Smart Habitat for Older Persons -- Working Group 3 -- Healthcare,https://arxiv.org/abs/2604.03255
2603.13745,2026-03-14,furniture-woodworking,0,9,no,Multi-Object Advertisement Creative Generation,https://arxiv.org/abs/2603.13745
2603.17895,2026-03-18,furniture-woodworking,0,9,no,A Creative Agent is Worth a 64-Token Template,https://arxiv.org/abs/2603.17895
2603.17975,2026-03-18,furniture-woodworking,0,9,no,AHOY! Animatable Humans under Occlusion from YouTube Videos with Gaussian Splatting and Video Diffusion Priors,https://arxiv.org/abs/2603.17975
2603.28339,2026-03-30,furniture-woodworking,0,9,no,Animated Public Furniture as an Interaction Mediator: Engaging Passersby In-the-Wild with Robotic Benches,https://arxiv.org/abs/2603.28339
2604.23081,2026-04-25,furniture-woodworking,0,9,no,"Visual Accessibility in a Virtual Kitchen: Effects of Open Shelving on Performance, Cognitive Load, and Experience in Older Adults with and without MCI",https://arxiv.org/abs/2604.23081
2605.02227,2026-05-04,furniture-woodworking,0,9,no,Change-Robust Online Spatial-Semantic Topological Mapping,https://arxiv.org/abs/2605.02227
2605.13586,2026-05-13,furniture-woodworking,0,9,no,HetScene: Heterogeneity-Aware Diffusion for Dense Indoor Scene Generation,https://arxiv.org/abs/2605.13586
2605.15753,2026-05-15,furniture-woodworking,0,9,no,Hierarchical and Holistic Open-Vocabulary Functional 3D Scene Graphs for Indoor Spaces,https://arxiv.org/abs/2605.15753
2605.17302,2026-05-17,furniture-woodworking,0,9,no,Beyond Geometry: Efficient Topologically-Grounded Navigation in Complex 3D Environments,https://arxiv.org/abs/2605.17302
2606.01797,2026-06-01,furniture-woodworking,0,9,no,Dynamical frustration in spacetime metamaterials enables cascading logic and synchronization,https://arxiv.org/abs/2606.01797
2606.15147,2026-06-13,furniture-woodworking,0,9,no,On the Feasibility of Human Presence Detection Using Ceiling-Mounted Sub-THz Channel Sounding: Conference Room Measurement,https://arxiv.org/abs/2606.15147
2606.15528,2026-06-14,furniture-woodworking,0,9,no,"Participatory Design for Assistive Mobility in Indian Homes, Grounded in Lived Experience",https://arxiv.org/abs/2606.15528
2608.13448,2026-08-13,furniture-woodworking,0,9,no,Mind the Context: Continual Learning of Socially Appropriate Robot Actions via Environmental-Social Disentanglement,https://arxiv.org/abs/2608.13448
2608.19827,2026-08-20,furniture-woodworking,0,9,no,"Dancing Through Soundscapes: Designing a Low-Cost, Sound-Based Device for Sensing and Interpreting Movement and Dance",https://arxiv.org/abs/2608.19827
2608.21077,2026-08-21,furniture-woodworking,0,9,no,"Public Signals, Concealed Choices: Dynamic Measurement without Behavioral Identification",https://arxiv.org/abs/2608.21077
2608.28175,2026-08-28,manufacturing-robotics,16,8,yes,Picking Bins Empty: A Hierarchical Hybrid Approach with Online Self-Learning of Grasp Points for Reliable Industrial Bin-Picking,https://arxiv.org/abs/2608.28175
2606.19358,2026-06-02,manufacturing-robotics,4,8,no,WorkBenchMark: A LEGO-Based Assembly Benchmark with an Assembly-by-Disassembly Baseline for the Smart Manufacturing League,https://arxiv.org/abs/2606.19358
2607.10797,2026-07-12,furniture-woodworking,2,8,no,Compositional Context Fine-Tuning Vision-Language Model for Complex Assembly Action Understanding from Videos,https://arxiv.org/abs/2607.10797
2606.25754,2026-06-24,manufacturing-robotics,7,7,yes,Stage-Aware and Roughness-Constrained Diffusion Policy for Multi-Stage Robotic Polishing,https://arxiv.org/abs/2606.25754
2606.31339,2026-06-30,manufacturing-robotics,7,7,no,Verification-Gated Agentic Mission-State Governance for Intelligent Industrial Multi-Robot Systems,https://arxiv.org/abs/2606.31339
2605.05236,2026-05-01,manufacturing-robotics,4,7,no,Topology-Driven Anti-Entanglement Control for Soft Robots,https://arxiv.org/abs/2605.05236
2608.08884,2026-08-09,manufacturing-robotics,4,7,no,SHRIMP: Iterative Refinement of Robot Task Plans,https://arxiv.org/abs/2608.08884
2608.28697,2026-08-27,manufacturing-robotics,4,7,no,"Multi-Group Pipe Routing under Permanent Geometric Occupancy: Problem, Benchmark, and Classical Baselines",https://arxiv.org/abs/2608.28697
2605.00353,2026-05-01,furniture-woodworking,0,7,no,Negative Data Mining for Contrastive Learning in Dense Retrieval at IKEA.com,https://arxiv.org/abs/2605.00353
2608.03556,2026-08-04,manufacturing-robotics,17,6,no,Human Centric Embodied Intelligence for Soft Wearable Robotics,https://arxiv.org/abs/2608.03556
2605.23263,2026-05-22,manufacturing-robotics,5,6,no,6G Communication Networks Enabling Embodied Agents: Architecture and Prototype,https://arxiv.org/abs/2605.23263
2606.18601,2026-06-17,manufacturing-robotics,10,5,no,Admittance-Based Surface Alignment for Human-in-the-Loop Robotic Visual Inspection,https://arxiv.org/abs/2606.18601
2608.13233,2026-08-13,manufacturing-robotics,7,5,no,Manufacturing Complex Airtight Soft Pneumatic Actuators for Soft Robotics: Process Evaluation and Optimization,https://arxiv.org/abs/2608.13233
2606.15068,2026-06-13,manufacturing-robotics,6,5,no,Design and Fabrication of a Spin Coater with In-Situ Optical Measurement for Soft Thin Films,https://arxiv.org/abs/2606.15068
2607.09527,2026-07-10,manufacturing-robotics,4,5,no,How Mobile Gas Sensor Trajectories Govern Hydrogen Leak Detection: A Safety Gap in Manual Leak Inspection of Hydrogen System Components,https://arxiv.org/abs/2607.09527
2607.10649,2026-07-12,manufacturing-robotics,4,5,no,"Coverage Path Planning: Classical Foundations, Recent Advances, and Future Directions",https://arxiv.org/abs/2607.10649
2608.21426,2026-08-16,manufacturing-robotics,4,5,no,AI Visual Inspection for Garment Production,https://arxiv.org/abs/2608.21426
2604.11320,2026-04-13,manufacturing-robotics,17,4,no,CLASP: Closed-loop Asynchronous Spatial Perception for Open-vocabulary Desktop Object Grasping,https://arxiv.org/abs/2604.11320
2606.09777,2026-06-08,manufacturing-robotics,15,4,no,AetheRock: An Arm-Worn Robot Teaching System for Force-Guided Vision-Tactile Learning,https://arxiv.org/abs/2606.09777
2607.29640,2026-07-31,manufacturing-robotics,13,4,no,Bootstrapping Self-Supervised Learning of Binary Classification Using Error Bounds: A Case Study on a Robotic Insertion Task,https://arxiv.org/abs/2607.29640
2606.03392,2026-06-02,manufacturing-robotics,10,4,no,OpenEAI-Platform: An Open-source Embodied Artificial Intelligence Hardware-Software Unified Platform,https://arxiv.org/abs/2606.03392
2607.12130,2026-07-13,manufacturing-robotics,7,4,no,More than a Manipulator: Planning Propellant-Free Attitude Maneuvers for Free-Floating Spacecraft,https://arxiv.org/abs/2607.12130
2605.21026,2026-05-20,manufacturing-robotics,4,4,no,Component Influence-Driven Fastener Reduction for Robotic Disassemblability-Aware Design Simplification,https://arxiv.org/abs/2605.21026
2607.14487,2026-07-16,manufacturing-robotics,16,0,no,MIDAS Hand: Modular low-Impedance Direct-drive Anthropomorphic Sensing Hand,https://arxiv.org/abs/2607.14487
2608.18240,2026-08-18,manufacturing-robotics,16,0,no,Zero-Shot Transfer of Force Map Estimation Across GelSight Mini Sensors,https://arxiv.org/abs/2608.18240
2604.12879,2026-04-14,manufacturing-robotics,15,0,no,FastGrasp: Learning-based Whole-body Control method for Fast Dexterous Grasping with Mobile Manipulators,https://arxiv.org/abs/2604.12879
2606.17385,2026-06-16,manufacturing-robotics,15,0,no,EgoInfinity: A Web-Scale 4D Hand-Object Interaction Data Engine for Any-View Robot Retargeting and Video-to-Action Robot Learning,https://arxiv.org/abs/2606.17385
2608.28090,2026-08-28,manufacturing-robotics,15,0,no,Stay Seated: Learning Omnidirectional Humanoid Locomotion on a Passive Mobile Chair with Casters,https://arxiv.org/abs/2608.28090
2604.15023,2026-04-16,manufacturing-robotics,14,0,no,DockAnywhere: Data-Efficient Visuomotor Policy Learning for Mobile Manipulation via Novel Demonstration Generation,https://arxiv.org/abs/2604.15023
2608.24572,2026-08-25,manufacturing-robotics,14,0,no,Fiber Optic Sensing Glove for High Performance Dexterous Manipulation Capture,https://arxiv.org/abs/2608.24572
2608.02080,2026-08-03,manufacturing-robotics,13,0,no,Toward Geometry-Scalable Whole-Body Touch for Humanoids: A 3D-Printed Conformal EIT Skin,https://arxiv.org/abs/2608.02080
2605.04809,2026-05-06,manufacturing-robotics,11,0,no,Optimal Uncertainty-Aware Calibration for the AX=YB Problem,https://arxiv.org/abs/2605.04809
2604.18627,2026-04-18,manufacturing-robotics,10,0,yes,Vision-Based Human Awareness Estimation for Enhanced Safety and Efficiency of AMRs in Industrial Warehouses,https://arxiv.org/abs/2604.18627
2606.14250,2026-06-12,manufacturing-robotics,9,0,no,SyLink Hand: A Synergy-Inspired Linkage-Driven Anthropomorphic Hand for Human-Like Dexterity,https://arxiv.org/abs/2606.14250
2606.20748,2026-06-18,manufacturing-robotics,9,0,no,Toward Machine Risk Perception: Integrating Trust Calibration and Precursor-Based Risk Estimation for Humanoid,https://arxiv.org/abs/2606.20748
2608.25470,2026-08-26,manufacturing-robotics,9,0,no,Transient multimode heat transfer of an industrial automated tape laying process under rapidly changing conditions,https://arxiv.org/abs/2608.25470
2608.25509,2026-08-26,manufacturing-robotics,9,0,yes,Dynamic Modeling of a Welding Torch Umbilical and Its Impact on Robot Dynamics,https://arxiv.org/abs/2608.25509
2608.28778,2026-08-28,manufacturing-robotics,9,0,no,Adversarial Calibration Attack on Autonomous Vehicles,https://arxiv.org/abs/2608.28778
2608.22591,2026-08-23,manufacturing-robotics,8,0,no,WorldToken: Time-First Sequence Modeling for Robotic Imitation Learning,https://arxiv.org/abs/2608.22591
2604.18090,2026-04-20,manufacturing-robotics,7,0,no,"Muscle-inspired magnetic actuators that push, pull, crawl, and grasp",https://arxiv.org/abs/2604.18090
2605.31434,2026-05-29,manufacturing-robotics,7,0,no,Shaft-integrated Force Sensing with Transformer-based Dynamics Compensation for Telesurgery,https://arxiv.org/abs/2605.31434
2606.11952,2026-06-10,manufacturing-robotics,7,0,no,"Deformable In-Hand Slip-Aware Tactile Sensor with Integrated Velocity, Force/Torque, and Pressure Map Sensing",https://arxiv.org/abs/2606.11952
2606.20193,2026-06-18,manufacturing-robotics,7,0,no,Belt-Finger: An Affordable Soft Belt-Driven Gripper for Dexterous In-Hand Manipulation,https://arxiv.org/abs/2606.20193
2607.10372,2026-07-11,manufacturing-robotics,7,0,no,Robotic Contextual Awareness for Human-Robot Collaboration and Environmental Understanding,https://arxiv.org/abs/2607.10372
2607.13478,2026-07-15,manufacturing-robotics,7,0,no,VAMP-MR: Vector-Accelerated Motion Planning and Execution for Multi-Robot-Arms,https://arxiv.org/abs/2607.13478
2607.14730,2026-07-16,manufacturing-robotics,7,0,no,"Hybrid Rigid-Soft Robotic Gripper with Shape Adaptation, Uniform Force Distribution, and Self-Locking Capabilities",https://arxiv.org/abs/2607.14730
2607.22320,2026-07-24,manufacturing-robotics,7,0,no,A Monolithic Hand with Asymmetric Origami Bending and Dual-chamber Actuators,https://arxiv.org/abs/2607.22320
2608.00369,2026-08-01,manufacturing-robotics,7,0,yes,A Robotic System for Automated Manufacturing of Dielectric Elastomer Actuators,https://arxiv.org/abs/2608.00369
2608.14244,2026-08-14,manufacturing-robotics,7,0,no,Vibration Suppression in Collaborative Flexible Payload Manipulation Using Passive Force Control,https://arxiv.org/abs/2608.14244
2608.14865,2026-08-14,manufacturing-robotics,7,0,no,Real-time Estimator of Actuator Control and Health (REACH) on an Eel-Inspired Soft Robot,https://arxiv.org/abs/2608.14865
2605.21398,2026-05-20,manufacturing-robotics,6,0,no,From swept contact to pose: Probe-aware registration via complementary-shape docking,https://arxiv.org/abs/2605.21398
2607.01757,2026-07-02,manufacturing-robotics,6,0,no,DL-VINS-Factory: A Modular Framework for Learned Visual Front-Ends in Visual-Inertial SLAM,https://arxiv.org/abs/2607.01757
2607.11688,2026-07-13,manufacturing-robotics,5,0,no,Automated Synthesis of Facial Mechanisms for Conversational Animatronic Robots,https://arxiv.org/abs/2607.11688
2607.20399,2026-07-22,manufacturing-robotics,5,0,no,Towards Miniature Humanoid Tele-Loco-Manipulation Using Virtual Reality and Reinforcement Learning,https://arxiv.org/abs/2607.20399
2604.10953,2026-04-13,manufacturing-robotics,4,0,no,Diffusion Reinforcement Learning Based Online 3D Bin Packing Spatial Strategy Optimization,https://arxiv.org/abs/2604.10953
2605.20304,2026-05-19,manufacturing-robotics,4,0,no,Terrestrial Soft Mobile Robots: A Review,https://arxiv.org/abs/2605.20304
2605.20644,2026-05-20,manufacturing-robotics,4,0,no,Design for Manufacturing: A Manufacturability Knowledge-Integrated Reinforcement Learning Framework for Free-Form Pipe Routing in Aeroengines,https://arxiv.org/abs/2605.20644
2605.29144,2026-05-27,manufacturing-robotics,4,0,no,Learning and Adaptation in Wire Arc Additive Manufacturing Bead Geometry Control,https://arxiv.org/abs/2605.29144
2606.13352,2026-06-11,manufacturing-robotics,4,0,no,"Low cost, easily manufactured, highly flexible strain and touch sensitive fiber for robotics applications",https://arxiv.org/abs/2606.13352
2607.13174,2026-07-14,manufacturing-robotics,4,0,no,Towards end-to-end optimization in multimaterial 3D printing,https://arxiv.org/abs/2607.13174
2608.27221,2026-08-27,manufacturing-robotics,4,0,no,Tensegrity Continuum Robots Enable Task-Adaptive Morphologies for Cooperative Behaviors,https://arxiv.org/abs/2608.27221
